,temp_max,temp_mean,prec_mean,1,5,7,13,22,30,37,38,99,98,97,96
slope,-0.471722210535806,1.0,0.3515122006190462,-0.003239525714624575,-0.06802691126133198,-0.185584777303957,-0.017457529031275655,0.09378250928090102,-0.03131776474260207,-0.005419904774425821,0.0007477533728398502,-0.12503042078852128,-0.04038182548557598,-0.01180162592085641,0.0011560522810695746
intercept,31.941186480151465,0.0,-3.0237772218799774,0.946020468908112,1.6912051643798454,3.5168582088471236,0.25280621473203346,-1.0097738077794554,1.0929120077098122,0.5750464553205519,0.02847491584825699,2.64279859680723,1.4046560742794636,1.017326186337639,0.8510090623301428
rvalue,-0.23783350361156727,1.0,0.9831456155915607,-0.22003304567502371,-0.5869320560012762,-0.757957199766922,-0.13257858779978574,0.48513375184113156,-0.3428563503098486,-0.440581189681384,0.00957134757351413,-0.9938029161921925,-0.9101949713594532,-0.41056781155097494,0.06522928226761188
pvalue,0.7621664963884327,9.999999999999998e-21,0.01685438440843934,0.7799669543249763,0.4130679439987238,0.2420428002330779,0.8674214122002143,0.5148662481588685,0.6571436496901514,0.559418810318616,0.9904286524264858,0.006197083807807478,0.08980502864054682,0.5894321884490251,0.9347707177323881
stderr,1.362242222788593,0.0,0.046221209784779914,0.010155525991574703,0.06635411144946132,0.11293613026120505,0.0922876588582277,0.11952956963474642,0.06067482021231465,0.0078088685028561925,0.05523958426830507,0.009888609485205006,0.01299348635095134,0.018533432384667085,0.012505295975910827
