,temp_max,temp_mean,prec_mean,1,5,7,13,22,30,37,38,99,98,97,96
Corr~Pmean,-0.11315004462009993,0.9831456155915608,1.0,-0.037981678602585674,-0.723582774618562,-0.6264372621669068,-0.30786212039405497,0.31760963319731517,-0.5074722333504107,-0.5332629118858997,-0.15468788000758624,-0.9910031447727659,-0.8257868505660638,-0.24250926095911185,0.24640255794432778
