,temp_mean,temp_max,prec_mean,99,NDVI_all
temp_mean,2.218466666666667,-1.046500000000001,0.7798181000000002,-0.27737582083864154,-0.0725760222368354
temp_max,-1.046500000000001,8.72729166666666,-0.17800962500000034,0.07107848238929143,-0.041994507772682335
prec_mean,0.7798181000000002,-0.17800962500000034,0.28359464182500005,-0.09889308454027251,-0.02947120034097718
99,-0.27737582083864154,0.07107848238929143,-0.09889308454027251,0.03511427933637695,0.009633607695438057
NDVI_all,-0.0725760222368354,-0.041994507772682335,-0.02947120034097718,0.009633607695438057,0.004030635245169421
